,sid,filename,begin,end,transcript,description,caption,chars_query,selected_character,chars_all
8800,179-573,5544574287152993687.xml,1827.04,1831.21,"You bought the Argee Bhajee?!  No, bids go in tomorrow,  but it is just a formality.",,a man is sitting on a couch and smiling,Ryan,,
8801,179-574,5544574287152993687.xml,1831.22,1833.04,,,a man is dancing in front of a mirror,Ryan,,
8802,179-575,5544574287152993687.xml,1833.05,1834.04,"I don't want Jane finding out.  You off to work, love? Any reason I wouldn't be?",,a man is dancing in a living room,,,
8803,179-576,5544574287152993687.xml,1834.05,1839.1,,,a man is dancing in a room with other people,Ryan,,
8804,179-577,5544574287152993687.xml,1839.11,1842.06,No. ,,a woman is dancing in a room,,,
8805,179-578,5544574287152993687.xml,1842.07,1842.15,,,a man is talking to a woman and she is smiling,,,
8806,179-579,5544574287152993687.xml,1842.16,1845.11,,,a man is holding a cat and looking at it,Ryan,,
8807,179-580,5544574287152993687.xml,1845.12,1850.13,What's with the flapjacks?  New recipe I'm trying out  for the caff.,,a man is talking to a woman in front of a window,Stacey Ryan,,
8808,179-581,5544574287152993687.xml,1850.14,1852.16,"Right. Well, I'll see you later. ",,a woman with long hair is smiling and talking,Ryan,,
8809,179-582,5544574287152993687.xml,1852.17,1854.03,"See ya, love. ",,a woman is kissing a man on the cheek,Stacey,,
8810,179-583,5544574287152993687.xml,1854.04,1856.1,,,a man is talking to a woman and she is smiling,,,
8811,179-584,5544574287152993687.xml,1856.11,1863.15,"You should tell her, Dad.  Nah. Trust me,  she'll want me to bid.",,a woman is talking to a man and he looks away,Janine Stacey,,
8812,179-585,5544574287152993687.xml,1863.16,1865.2,,,a woman is talking to a man and he is smiling,,,Julie
8813,179-586,5544574287152993687.xml,1865.21,1866.03,,,a woman is holding a baby and a man is dancing,,,
8814,179-587,5544574287152993687.xml,1866.04,1867.08,,,a woman is dancing in a room,,,
8815,179-588,5544574287152993687.xml,1867.09,1873.23,I do wish that young man of yours  would clear up after himself.,,a woman is dancing in a kitchen,Ryan,,
8816,179-589,5544574287152993687.xml,1873.24,1876.16,Have you seen my  designer handbag anywhere?,,a woman is smiling and then she smiles,,,
8817,179-590,5544574287152993687.xml,1876.17,1879.22,"If that a designer bag,  then I'm Kylie Minogue. And he's not my young man.",,a woman is talking to a man and he is smiling,Ryan,,
8818,179-591,5544574287152993687.xml,1879.23,1881.21,,,a man is dancing in a room with other people,,,
8819,179-592,5544574287152993687.xml,1881.22,1883.19,"Still in bed, is he? ",,a woman is talking to a man who is wearing a red shirt,,,
8820,179-593,5544574287152993687.xml,1883.2,1885.09,"You've obviously worn  that poor boy out, Carol.",,a man is walking and smiling at something,Janine,,
8821,179-594,5544574287152993687.xml,1885.1,1887.02,,,a man is dancing in a kitchen,,,
8822,179-595,5544574287152993687.xml,1887.03,1889.16,I'm not judging. ,,a woman is talking to a man who is smiling,,,
8823,179-596,5544574287152993687.xml,1889.17,1891.12,Being a cougar is  nothing to be ashamed of.,,a woman is smiling and laughing while sitting in a chair,,,
8824,179-597,5544574287152993687.xml,1891.13,1896.01,,,a man is dancing in a room with a lot of people,,,
8825,179-598,5544574287152993687.xml,1896.02,1897.08,,,a person is wearing a costume and moving their legs,,,
8826,179-599,5544574287152993687.xml,1897.09,1898.18,,,a man is sitting on a couch and smiling,,,
8827,179-600,5544574287152993687.xml,1898.19,1903.0,Glenda. ,,a bag of luggage sitting on top of a table,,,
8828,179-601,5544574287152993687.xml,1903.01,1908.01,,,a man is sitting on a couch and talking,Ryan,,
8829,179-602,5544574287152993687.xml,1908.02,1908.21,,,a man is dancing in a bedroom,,,
8830,179-603,5544574287152993687.xml,1908.22,1911.06,,,a woman is dancing in a room with a lot of people,,,
8831,179-604,5544574287152993687.xml,1911.07,1911.11,,,a small white cabinet with a mirror and a light,,,
8832,179-605,5544574287152993687.xml,1911.12,1912.23,,,a man is walking in a room with a <unk>,,,
8833,179-606,5544574287152993687.xml,1912.24,1917.1,Connor!  Connor!  Get out here now! ,,a man is walking through a room with a lot of doors,Ryan,,
8834,179-607,5544574287152993687.xml,1917.11,1918.1,,,a man is dancing in a room,,,
8835,179-608,5544574287152993687.xml,1918.11,1922.08,Where's the fire? ,,a man is dancing in a room with a woman,,,
8836,179-609,5544574287152993687.xml,1922.09,1923.24,You brought drugs into my home? ,,a woman is playing a video game in a living room,Ryan,,
8837,179-610,5544574287152993687.xml,1924.0,1926.05,,,a shirtless man is walking down a hallway,,,
8838,179-611,5544574287152993687.xml,1926.06,1929.0,"No, I don't do no drugs.  No no, course not.  That's why you sleep so much.",,a woman is dancing in a living room,,,
8839,179-612,5544574287152993687.xml,1929.01,1931.02,,,a shirtless man is walking in a room,,,
8840,179-613,5544574287152993687.xml,1931.03,1936.07,"You find a bag of weed and it's  gotta belong to the black man? All I've done is defend you,  and this is what I get in return? I want you out. Now.",,a woman is sitting on a couch and smiling,Ryan,,
8841,179-614,5544574287152993687.xml,1936.08,1937.18,,,a shirtless man is walking down a hallway,,,
8842,179-615,5544574287152993687.xml,1937.19,1939.12,I haven't even got any shoes on! ,,a man is talking to a woman and she is smiling,Ryan,,
8843,179-616,5544574287152993687.xml,1939.13,1941.08,,,a shirtless man is walking down a hallway,Ryan,,
8844,179-617,5544574287152993687.xml,1941.09,1944.06,,,a woman is dancing and singing in a room,,,
8845,179-618,5544574287152993687.xml,1944.07,1944.24,,,a window with a clock on it and a building in the background,,,
8846,179-619,5544574287152993687.xml,1945.0,1946.16,,,a man is jumping over a fence and falls,,,
8847,179-620,5544574287152993687.xml,1946.17,1948.24,,,a woman is talking to a man and he is smiling,,,
8848,179-621,5544574287152993687.xml,1949.0,1949.16,,,a man is talking to a woman and she is smiling,,,
8849,179-622,5544574287152993687.xml,1949.17,1954.12,,,a man is dancing in a room with other people,,,
8850,179-623,5544574287152993687.xml,1954.13,1956.11,,,a man is smiling and then he looks away,Janine,,
8851,179-624,5544574287152993687.xml,1956.12,1963.08,"Zainab, here we go sweetheart,  that's for you, darlin'. 'Ere Bee, here y'are  darlin' take one of these.",,a man is dancing in a room with other people,Ryan,,
8852,179-625,5544574287152993687.xml,1963.09,1965.08,"Spread the word... Here y'are,  gorgeous! Got one for you an' all.",,a man is holding a box and a microphone is pointing at it,,,
8853,179-626,5544574287152993687.xml,1965.09,1972.17,"'Ere I thought you said  it was butlers as well. Yeah, well, maids, it's just more fun, innit? It puts the spotlight on  Walford's finest females.",,a woman standing next to a man in front of a cake,Janine Ryan,,
8854,179-627,5544574287152993687.xml,1972.18,1973.22,,,a woman is talking to a man and he is smiling,Ryan,,
8855,179-628,5544574287152993687.xml,1973.23,1976.14,"So what you saying, the men can buy  us but we can't buy them? I'll be there.",,a man and woman standing in front of a display of surfboards,Janine Ryan,Ryan,
8856,179-629,5544574287152993687.xml,1976.15,1983.06,"Hope you're ready for the bidding  war. Glenda's got the right idea! Come on, girls, you're not  gonna let her beat you to Walford's prime cuts, are you?",,a man and woman standing in front of a display of kites,Janine Ryan,,Julie
8857,179-630,5544574287152993687.xml,1983.07,1986.24,"All right all right, I'll  do it if you do it, Z. Why me?  What, you worried no-one's gonna buy you?",,a man is holding a woman and kissing her,Janine Ryan,,
8858,179-631,5544574287152993687.xml,1987.0,1987.13,,,a man and a woman are walking down a hallway,Ryan,,
8859,179-632,5544574287152993687.xml,1987.14,1992.06,"It is for charity, all right. ",,a woman is talking to a man and he is smiling,Ryan,,
8860,179-633,5544574287152993687.xml,1992.07,1992.21,,,a woman is walking down a runway and then turns around,,,
8861,179-634,5544574287152993687.xml,1992.22,1993.23,"I tell you what,  I'll take part if she does. No way!",,a woman is talking to a man and he is smiling,Ryan,,
8862,179-635,5544574287152993687.xml,1993.24,2004.13,"Darling, you and Ian  in the charity auction tonight? Er...no, I don't think so. Jane, you OK?  Yeah. Yeah, I'm fine.  Why don't we get ready round mine,  make it a bit of a party?",,a woman is talking to a man and he is talking to her,Ryan,,Julie
8863,179-636,5544574287152993687.xml,2004.14,2007.14,"It'll be like getting  ready in a zoo, frankly!",,a woman is talking to a man and he is smiling,Ryan,,
8864,179-637,5544574287152993687.xml,2007.15,2009.02,,,a woman is sitting on a chair and smiling,Janine Ryan,,Julie
8865,179-638,5544574287152993687.xml,2009.03,2010.07,"No offence. I tell you what, just  come to mine, it's more hospitable.",,a woman is kissing a man on the cheek,Ryan,,
8866,179-639,5544574287152993687.xml,2010.08,2012.03,,,a woman is sitting on a sofa and smiling,Janine Ryan,,
8867,179-640,5544574287152993687.xml,2012.04,2013.12,And I'll make some nibbles.  So about six-ish round yours? Lovely.,,a woman is talking to a man and he is smiling,Ryan,Ryan,
8868,179-641,5544574287152993687.xml,2013.13,2015.01,,,a man and woman are walking down a street,Ryan,,
8869,179-642,5544574287152993687.xml,2015.02,2015.04,,,a man and a woman are talking and smiling,,,
8870,179-643,5544574287152993687.xml,2015.05,2016.09,,,a man is dancing in front of a crowd,,,
8871,179-644,5544574287152993687.xml,2016.1,2017.08,,,a man and a woman are sitting on a couch and talking,Ryan,,
8872,179-645,5544574287152993687.xml,2017.09,2018.06,Did she just invite herself?! ,,a woman is dancing and singing in a garden,,,
8873,179-646,5544574287152993687.xml,2018.07,2023.06,,,a man is riding a skateboard down a street,Ryan,,
8874,179-647,5544574287152993687.xml,2023.07,2029.04,Home sweet home.  Will be once the builders are done. ,,a man is driving a car with a dog in the passenger seat,Ryan,,
8875,179-648,5544574287152993687.xml,2029.05,2030.02,,,a white truck parked in front of a building,,,
8876,179-649,5544574287152993687.xml,2030.03,2031.04,,,a man is walking in a parking lot,,,
8877,179-650,5544574287152993687.xml,2031.05,2036.04,,,a man is walking in a parking lot,,,
8878,179-651,5544574287152993687.xml,2036.05,2036.21,,,a man is holding a woman and kissing her,,,
8879,179-652,5544574287152993687.xml,2036.22,2040.08,"Come on, this lot ain't gonna  shift itself, is it. Can I have a look round first?  Anyone'd think you ain't seen a house before.",,a man is sitting on a couch and another man is dancing,Ryan,,
8880,179-653,5544574287152993687.xml,2040.09,2040.22,,,a man is dancing in a crowd of people,,,
8881,179-654,5544574287152993687.xml,2040.23,2044.0,"First proper gaff he's had in a few  years innit. Means a lot, this.",,a man is talking to another man who is sitting down,Ryan,,Phil
8882,179-655,5544574287152993687.xml,2044.01,2045.15,,,a man is walking down a street and then stops and looks at the ground,,,
8883,179-656,5544574287152993687.xml,2045.16,2048.11,"Yeah? You ain't gonna cry, are you? ",,a man is sitting in a chair and talking to another man,Ryan,,Phil
8884,179-657,5544574287152993687.xml,2048.12,2049.17,,,a man is walking down a street and then he stops,,,
8885,179-658,5544574287152993687.xml,2049.18,2052.11,We should have waited  before we brought new stuff. Don't be so paranoid.,,a man is walking down a street and smiling,Ryan,,Phil
8886,179-659,5544574287152993687.xml,2052.12,2056.09,If Roxy asks just say we're renting  the furniture as well as the house.,,a man in a suit is walking down a street,Ryan,,
8887,179-660,5544574287152993687.xml,2056.1,2058.05,,,a man is walking down a street and then he stops,Ryan,,
8888,179-661,5544574287152993687.xml,2058.06,2059.07,"I've shotgun the big room by the way!  Well, we'll have to see, won't we. Oi, go sort them out.",,a man is wearing a black shirt and smiling,,,Phil
8889,179-662,5544574287152993687.xml,2059.08,2060.21,,,a man is walking away from a woman,,,
8890,179-663,5544574287152993687.xml,2060.22,2067.16,Oi. You wanna go play somewhere else.  This is Phil Mitchell's house now.,,a man is walking down a sidewalk and then he stops,Ryan,,
8891,179-664,5544574287152993687.xml,2067.17,2067.23,,,a man is talking to a woman and she is smiling,,,
8892,179-665,5544574287152993687.xml,2067.24,2068.01,,,a man is walking down a hallway and then turns around,,,
8893,179-666,5544574287152993687.xml,2068.02,2069.08,,,a woman is talking to a man and he is smiling,Ryan,,
8894,179-667,5544574287152993687.xml,2069.09,2072.0,"Go on, jog on. ",,a man is talking to another man and smiling,Ryan,,
8895,179-668,5544574287152993687.xml,2072.01,2073.13,,,a man is walking and smiling at someone,,,
8896,179-669,5544574287152993687.xml,2073.14,2094.06,"The deadline for bids is 1pm  tomorrow, so please have the paperwork completed by then. Sure. Mr Atherton, could I just  have a word in private? Would you care for a flapjack  Very nice.  Another one? ",,a man is walking through a room with a woman,Stacey Ryan,,Julie
8897,179-670,5544574287152993687.xml,2094.07,2097.07,Any information you can give me  on the other bids would be greatly appreciated.,,a man is walking through a room with a woman,Ryan,,
8898,179-671,5544574287152993687.xml,2097.08,2099.13,,,a man is talking to another man and smiling,Ryan,,
8899,179-672,5544574287152993687.xml,2099.14,2103.03,"So far, there's only one  other bidder.",,a man is looking at something and then looks away,,,
8900,179-673,5544574287152993687.xml,2103.04,2117.04,"And would you know  what her limit is? I wouldn't know. And even when I do,  that information is confidential. Yeah but hold on a minute,  I've just... I've just given you a flapjack.  And as I said, it was very nice.",,a man is walking and talking to another man,Stacey Ryan,,
8901,179-674,5544574287152993687.xml,2117.05,2120.14,,,a man in a suit is walking away from a crowd,Stacey Ryan,,
