,Unnamed: 0,begin,end,filename,shot_id,transcript,soap opera,score
5824,5824,01:17:35:22,01:17:37:02,5251033029316736209.xml,1508,All right.  I'll leave you to do the dressing.,0.03816913440823555,0.0763382688164711
12144,12144,01:15:28:21,01:15:33:14,5258818087037440299.xml,1513,"Well, you handled that well. ",0.03815911337733269,0.07631822675466537
7203,7203,00:34:02:24,00:34:04:23,5253646087419594905.xml,594,"Don't think she would've proposed  if it did. One down, three to go.",0.03815177455544472,0.07630354911088943
6286,6286,01:39:56:04,01:39:57:11,5251033029316736209.xml,1970,Here you are. ,0.03814893588423729,0.07629787176847458
20999,20999,01:49:38:06,01:49:41:09,5271844722846213628.xml,1969,"Clearly.  Well, good on ya.",0.038141097873449326,0.07628219574689865
20882,20882,01:41:14:21,01:41:18:14,5271844722846213628.xml,1852,..the regrets I've had. ,0.03814040124416351,0.07628080248832703
20772,20772,01:33:41:01,01:33:45:18,5271844722846213628.xml,1742,She's hardly gonna  do anything bad to you...,0.038127705454826355,0.07625541090965271
17920,17920,00:19:09:05,00:19:12:18,5269245838135402929.xml,384,"I've got very good contacts  in Prague. What do you thing I am, a pimp? ",0.03810472413897514,0.07620944827795029
20267,20267,01:04:10:08,01:04:16:00,5271844722846213628.xml,1237,"I was counting on you.  Yeah. Yeah, and I'm counting  on me to stay away.",0.03809633105993271,0.07619266211986542
3167,3167,00:55:51:09,00:55:56:02,5248439298566680341.xml,1087,What have I just been saying? ,0.038091305643320084,0.07618261128664017
146,146,00:08:44:18,00:08:47:00,5245830105934359183.xml,147,"You wanna try being a bit more  supportive. I am trying, Billy.",0.038083940744400024,0.07616788148880005
3831,3831,01:27:31:04,01:27:35:22,5248439298566680341.xml,1751,"Kelly.  And this is my friend, Kerry.  You visiting London then, Kerry?",0.03807288035750389,0.07614576071500778
966,966,00:53:12:14,00:53:15:06,5245830105934359183.xml,967,I shouldn't have  doubted you like that.,0.038049131631851196,0.07609826326370239
4564,4564,00:12:20:12,00:12:23:11,5251033029316736209.xml,248,And I paid for it all up front.  But  what can you do?  Kids come first.,0.03804783895611763,0.07609567791223526
9772,9772,01:00:33:19,01:00:37:18,5256228221757951173.xml,1061,I'll tell you how we can fix 'em. ,0.0380447618663311,0.0760895237326622
11279,11279,00:31:30:09,00:31:34:12,5258818087037440299.xml,648,"Get stuffed, you murdering cow.  Jay!",0.038038186728954315,0.07607637345790863
12466,12466,01:36:27:06,01:36:39:20,5258818087037440299.xml,1835,"No.  It's nothing like that, OK.  We talked.  I mean we really talked.  For the  first time. Oh, give me a break. I told him about Amy.  What?!",0.038025956600904465,0.07605191320180893
7504,7504,00:50:22:10,00:50:26:12,5253646087419594905.xml,895,"That's not so good  in your business, is it? Well, you'd think so, ",0.03801628574728966,0.07603257149457932
182,182,00:11:17:04,00:11:19:04,5245830105934359183.xml,183,You're wearing that one?  Yeah.  What?,0.03801172971725464,0.07602345943450928
3372,3372,01:05:07:15,01:05:09:05,5248439298566680341.xml,1292,"How long have I been at work?  Are you gonna help me, or what?",0.037993546575307846,0.07598709315061569
4701,4701,00:19:56:22,00:20:00:02,5251033029316736209.xml,385,"So, you're gonna really go for it? ",0.0379875972867012,0.0759751945734024
16195,16195,00:37:37:00,00:37:38:05,5266645664934403562.xml,764,How do I know when my  mother's at the door?,0.03798593953251839,0.07597187906503677
11647,11647,00:51:26:17,00:51:28:17,5258818087037440299.xml,1016,"Weren't much of a welcome.  What did you expect, streamers(?)",0.03797898814082146,0.07595797628164291
21614,21614,00:29:40:10,00:29:43:16,5274434588125702436.xml,521,Whatever do you've  got planned.,0.03797011449933052,0.07594022899866104
19616,19616,00:31:05:16,00:31:07:10,5271844722846213628.xml,586,"Well, not in there! ",0.037945590913295746,0.07589118182659149
19725,19725,00:36:10:16,00:36:11:03,5271844722846213628.xml,695,What the hell do you  think you're doing?,0.03794548287987709,0.07589096575975418
12166,12166,01:16:49:17,01:16:53:23,5258818087037440299.xml,1535,"I mean, what if he wasn't  looking at girls on the internet? Tam's not gay. How do you know?",0.03793056681752205,0.0758611336350441
6012,6012,01:27:05:07,01:27:08:16,5251033029316736209.xml,1696,Our kids'll thank us  for this one day.,0.037909749895334244,0.07581949979066849
4398,4398,00:03:46:10,00:03:49:09,5251033029316736209.xml,82,"Right.  Don't get me wrong, sweetheart.  You've got some lovely stuff.",0.03790731728076935,0.0758146345615387
20283,20283,01:05:23:13,01:05:38:21,5271844722846213628.xml,1253,"Vinnie.  I can't help ya.  Look don't say that,  I am your mate, OK? All right.  All right!  I'll try and  think of something.",0.03787359595298767,0.07574719190597534
1234,1234,01:07:40:20,01:07:42:17,5245830105934359183.xml,1235,That lot?  I want you to go out  there and I want you to crush 'em.,0.03786912560462952,0.07573825120925903
18179,18179,00:35:38:12,00:35:48:11,5269245838135402929.xml,643,"You know, if you need to hear this  from them too, please go ahead. Be my guest.  See what they say. ",0.03786607086658478,0.07573214173316956
8117,8117,01:25:45:11,01:25:46:13,5253646087419594905.xml,1508,She can stay there till Christmas.  Stuff her.,0.037803031504154205,0.07560606300830841
10701,10701,00:03:06:15,00:03:10:04,5258818087037440299.xml,70,"You lost something?  Yes, as it happens - my figure.",0.03779556602239609,0.07559113204479218
17395,17395,01:46:09:03,01:46:17:15,5266645664934403562.xml,1964,"Do you want me to bend down  and kiss your feet or something? It's the right decision, Sean. I know it was hard. ",0.037791598588228226,0.07558319717645645
6418,6418,01:47:38:09,01:47:41:02,5251033029316736209.xml,2102,"Just feeling a little weird,  to be honest.",0.03776903450489044,0.07553806900978088
1894,1894,01:43:40:17,01:43:43:08,5245830105934359183.xml,1895,"Can't you just call a mate?  You know, pull a favour? Nah, sorry.",0.03776751458644867,0.07553502917289734
1832,1832,01:39:56:03,01:39:59:20,5245830105934359183.xml,1833,"It's a little girl!  Oh, that's lovely.  Congratulations.",0.03776393458247185,0.0755278691649437
22361,22361,01:09:09:06,01:09:10:20,5274434588125702436.xml,1268,I don't know what you're talking  about. I found her sneaking out to some concert you'd organised.,0.037760861217975616,0.07552172243595123
7805,7805,01:07:53:14,01:07:56:01,5253646087419594905.xml,1196,"There's no reason to delay,  is there? Stace? Yeah.  The sooner, the better. ",0.03774145990610123,0.07548291981220245
20241,20241,01:02:59:24,01:03:01:12,5271844722846213628.xml,1211,The both of us. ,0.037736035883426666,0.07547207176685333
19671,19671,00:33:50:12,00:33:52:12,5271844722846213628.xml,641,"Oi, give us that back!  Why?  What's on it?",0.037724729627370834,0.07544945925474167
4880,4880,00:28:10:16,00:28:11:24,5251033029316736209.xml,564,You ready?  I'm just sorting my bag out.,0.03772319108247757,0.07544638216495514
8739,8739,00:01:45:21,00:01:55:19,5256228221757951173.xml,28,"Oh.  They're not all as lucky as us, you know. How are you getting on, darling?  All good, Mrs Mitchell. I'll be back later to do upstairs.",0.037723109126091,0.075446218252182
2096,2096,00:01:00:08,00:01:01:17,5248439298566680341.xml,16,I don't care.  Just go back  to your own room.,0.037715379148721695,0.07543075829744339
12651,12651,01:46:50:21,01:47:07:02,5258818087037440299.xml,2020,"Everything's fine.  Ian, has someone upset you? Is it Lucy?  No.  Nah, nah. Why don't we go upstairs, yeah?  What?  SHE GROANS I can give you a nice long massage.  Then maybe we could get all Tantric.",0.03770037740468979,0.07540075480937958
18067,18067,00:28:12:14,00:28:20:13,5269245838135402929.xml,531,Yeah.  It was me. ,0.03770028054714203,0.07540056109428406
13988,13988,00:59:13:03,00:59:45:05,5264050645694159353.xml,1139,"Oh, well, we are honoured(!)  A very rare visit.  Roxy asked me to come.  So I'm gonna help out.  We don't want her overdoing things. You might have worn a costume!  We're having a competition here. And the best costume gets a big  prize - half a day spa at Booty's. Or a tankard with a name  engraved on it to go behind the bar. I'm gonna win, I'm gonna win!  I think you'll find that  that tankard has got my name on it. Not literally, but it will have soon.  Won't it, Peggy? We'll just have to wait and see,  won't we? Bit tight on the crotch that outfit, innit, Ian?",0.03769506514072418,0.07539013028144836
1328,1328,01:11:05:10,01:11:13:19,5245830105934359183.xml,1329,"What you doing in here?  Making life difficult. Thank you, Lucy. Coffee would be nice.  Really? Mm! Do you want anything?  She's not stopping.",0.03768955543637276,0.07537911087274551
12343,12343,01:27:26:14,01:27:28:24,5258818087037440299.xml,1712,and told me to score out  the people I didn't know.,0.03768884018063545,0.0753776803612709
18311,18311,00:45:16:15,00:45:18:17,5269245838135402929.xml,775,If you'd just accepted  my Dad's offer.,0.03767029196023941,0.07534058392047882
4611,4611,00:15:04:09,00:15:06:00,5251033029316736209.xml,295,"But I'm sure he could be persuaded.  Here, maybe you could drop a  few hints.  Whit?",0.03766745701432228,0.07533491402864456
5390,5390,00:55:27:19,00:55:29:07,5251033029316736209.xml,1074,I'd just about given up on you. ,0.037652406841516495,0.07530481368303299
2434,2434,00:19:13:08,00:19:14:24,5248439298566680341.xml,354,"So now I have to resort to Plan B.  Oh, yeah?  And what's that, then?",0.037643108516931534,0.07528621703386307
18177,18177,00:35:34:08,00:35:36:20,5269245838135402929.xml,641,"If they trust me, will you? ",0.037633076310157776,0.07526615262031555
18781,18781,01:13:17:10,01:13:26:12,5269245838135402929.xml,1245,"I never said you  didn't know me, Masood. Yes, those are my dreams, but... ",0.03762494772672653,0.07524989545345306
2960,2960,00:45:49:00,00:45:51:01,5248439298566680341.xml,880,Dad told me to. ,0.03762366250157356,0.07524732500314713
8623,8623,01:52:52:18,01:52:55:21,5253646087419594905.xml,2014,"I need to know where I stand,  Patrick.",0.03760990872979164,0.07521981745958328
7687,7687,01:00:18:11,01:00:22:19,5253646087419594905.xml,1078,Where am I going to get  a replacement striker this early in the season?,0.03759650141000748,0.07519300282001495
20744,20744,01:32:10:01,01:32:11:18,5271844722846213628.xml,1714,how are we today?  I thought I told you not to phone me at home.,0.037573810666799545,0.07514762133359909
2024,2024,01:50:51:19,01:50:57:01,5245830105934359183.xml,2025,"Now that I'm back,  it's gonna be just  like it was before.",0.0375400073826313,0.0750800147652626
22013,22013,00:51:30:03,00:51:31:23,5274434588125702436.xml,920,I don't trust myself. ,0.037535928189754486,0.07507185637950897
1441,1441,01:16:18:24,01:16:20:10,5245830105934359183.xml,1442,She can stay where she is.  What?,0.03752744942903519,0.07505489885807037
20709,20709,01:29:54:15,01:29:58:10,5271844722846213628.xml,1679,"You couldn't do  us a favour, could ya? I need to make a phone call. ",0.03752470016479492,0.07504940032958984
2166,2166,00:04:34:19,00:04:38:11,5248439298566680341.xml,86,I'm off to work.  See you later.,0.03752373158931732,0.07504746317863464
10565,10565,01:49:53:06,01:50:03:09,5256228221757951173.xml,1854,"One day...  One day, I'm going to be able to pay  you back for what you did.",0.03752146661281586,0.07504293322563171
7388,7388,00:43:55:08,00:43:58:20,5253646087419594905.xml,779,"Whit, where are you?  I thought  we were going shopping. Where's she got to?",0.03749137371778488,0.07498274743556976
1848,1848,01:40:29:15,01:40:48:20,5245830105934359183.xml,1849,"I was gonna tell you, Dad.  I really was.  But Sean... We just wanted to do this together.  On our own.  It was a special moment.  We just wanted it to be ours.  Don't worry about it.  I'm so sorry I lied.  Yeah, well, forget about it. You don't need me meddling.  That's the last thing you want. A little granddaughter.  It's so exciting!",0.03748277202248573,0.07496554404497147
10196,10196,01:27:36:00,01:27:40:15,5256228221757951173.xml,1485,"if you will work for the ice queen.  Oh, she's not that bad.",0.03747628629207611,0.07495257258415222
6890,6890,00:16:37:22,00:16:44:09,5253646087419594905.xml,281,That's fantastic news.  Yeah.  Thanks for letting me know. Cheers. ,0.037458471953868866,0.07491694390773773
4073,4073,01:41:23:04,01:41:25:06,5248439298566680341.xml,1993,That's when I got the call. ,0.037441421300172806,0.07488284260034561
15776,15776,00:17:56:00,00:18:03:15,5266645664934403562.xml,345,"You're counting people who use your  toilet? Yeah.  They come in here. They hardly spend any money, they  go in there, use my toilet paper, my soap and my water!",0.03744134306907654,0.07488268613815308
3054,3054,00:49:52:02,00:49:55:08,5248439298566680341.xml,974,It was Dad's answer to everything.  Thump him.,0.03743515536189079,0.07487031072378159
3820,3820,01:26:40:13,01:26:42:04,5248439298566680341.xml,1740,"Cheer up, Abs.  Maybe Dot'll teach  you to turn the other cheek.",0.037427399307489395,0.07485479861497879
20320,20320,01:07:51:05,01:07:57:09,5271844722846213628.xml,1290,Who asked you?  Who asked you? And what have you come up with?  I'm still thinking.,0.037426065653562546,0.07485213130712509
4623,4623,00:15:35:04,00:15:38:10,5251033029316736209.xml,307,But it's already booked -  I'd have to cancel. Why waste good money when  there's a perfectly good room here?,0.03741517290472984,0.07483034580945969
21697,21697,00:33:02:03,00:33:04:24,5274434588125702436.xml,604,I weren't joking when  I said it's an emergency.,0.03740988299250603,0.07481976598501205
13145,13145,00:13:44:11,00:13:47:12,5264050645694159353.xml,296,We need them for tomorrow.  I haven't  got time to do another batch,0.037379901856184006,0.07475980371236801
16740,16740,01:10:12:13,01:10:16:16,5266645664934403562.xml,1309,Fair enough. ,0.0373760387301445,0.074752077460289
11115,11115,00:22:37:20,00:22:42:19,5258818087037440299.xml,484,I haven't been giving you  enough space.,0.03735557943582535,0.0747111588716507
16026,16026,00:30:03:18,00:30:04:22,5266645664934403562.xml,595,One lot by the phone and one lot  to keep with you.,0.037336595356464386,0.07467319071292877
1251,1251,01:08:20:01,01:08:28:23,5245830105934359183.xml,1252,He might wanna work on that one  a little(!),0.037314366549253464,0.07462873309850693
2555,2555,00:24:42:24,00:24:43:19,5248439298566680341.xml,475,You can't do something like this  without an explanation.,0.03730759769678116,0.07461519539356232
13717,13717,00:43:16:21,00:43:18:04,5264050645694159353.xml,868,"You're being a good boy, Morgan.  I'll tell Mum when she gets home.",0.0372956357896328,0.0745912715792656
12582,12582,01:43:23:24,01:43:27:02,5258818087037440299.xml,1951,Is there something wrong?  Er...,0.03728866204619408,0.07457732409238815
12380,12380,01:30:54:01,01:30:56:12,5258818087037440299.xml,1749,And I looked at him and I thought... ,0.037281427532434464,0.07456285506486893
13376,13376,00:26:07:07,00:26:17:15,5264050645694159353.xml,527,"So, what are we trying to  get at here, Denise?  I mean,",0.0372808538377285,0.074561707675457
9795,9795,01:02:41:13,01:02:46:11,5256228221757951173.xml,1084,"And you want copies of that one.  Yeah. Right, hang on. Did you even leave your hotel room,  Rox? What for?",0.037270206958055496,0.07454041391611099
